TaskID,Sequence,Stage,Type,Priority,Title,SourceSection,P0ID,Dependencies,Deliverable,Acceptance,TestTypes,Status,EvidenceStatus,Owner,GitHubIssue,SuggestedBranch,Branch,CommitSHA,PullRequest,CI,HumanGate,Rollback,UpdatedAt,Notes
M3-P090,88,M3,UI_VERTICAL_SLICE,P0,跨供应商购物车,§7用户小程序,P0-090,"M3-000,M3-P087",完成“跨供应商购物车”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,至少三个供应商商品可按供应来源分组选择、改数量、处理失效项并一次进入结算；前端不按供应商多次创建订单或多次付款，分组仅用于备货和配送说明。,unit+api+p0-e2e+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p090,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P091,89,M3,UI_VERTICAL_SLICE,P0,确认订单界面,§7用户小程序,P0-091,"M3-000,M3-P090",完成“确认订单界面”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,地址、商品分组、配送费、优惠、福利卡、微信支付应付、发票、备注、协议和金额明细完整；现金应付大于零时固定显示微信支付，不展示其他支付渠道；服务端统一试算并逐项提示价格、库存、区域、限购和配送变化。,unit+api+p0-e2e+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p091,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P092,90,M3,UI_VERTICAL_SLICE,P0,福利卡账户选择,§7用户小程序,P0-092,"M3-000,M3-P091",完成“福利卡账户选择”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,结算页只显示当前订单可用账户，P0 选择一个账户或不使用；系统自动按可用余额与可抵扣金额的较小值最大抵扣，不要求手填金额，适用与不可用商品说明一致。,unit+api+p0-e2e+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p092,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P093,91,M3,FINANCE_TRANSACTION,P0,微信支付与结果恢复,§7用户小程序,P0-093,"M3-000,M3-P092",完成“微信支付与结果恢复”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,纯微信支付、福利卡全额和福利卡＋微信支付均只形成一次公司结账；结果页查询服务端微信支付真实状态，取消/失败/未知状态正确冻结或释放福利卡与库存，退出或断网后可恢复且不重复扣款。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p093,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P094,92,M3,UI_VERTICAL_SLICE,P0,个人订单界面,§7用户小程序,P0-094,"M3-000,M3-P093",完成“个人订单界面”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,订单列表和详情同时表达一个公司主订单、一次支付、多个供应商履约子单、福利卡/微信支付结构、发票和售后；用户端不返回供应价、供应商应付、跑腿报酬或内部备注。,unit+api+p0-e2e+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p094,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P096,93,M3,FINANCE_TRANSACTION,P0,小程序售后退款,§7用户小程序,P0-096,"M3-000,M3-P094",完成“小程序售后退款”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,支持按商品/子单申请、动态原因与凭证、补证、处理时间线、退货说明、客服申诉和部分退款；公司统一受理，福利卡与微信支付严格按原 OrderPaymentAllocation 退回。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p096,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P097,94,M3,LOGISTICS_STATE_MACHINE,P0,福利卡与个人中心,§7用户小程序,P0-097,"M3-000,M3-P085",完成“福利卡与个人中心”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,福利卡账户/绑定/流水、地址、发票资料、消息、客服、协议、隐私授权、账号安全和注销入口完整；卡码兑换幂等、敏感字段脱敏、订阅拒绝不影响交易。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p097,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P098,95,M3,SECURITY,P0,小程序质量与安全,§7用户小程序,P0-098,"M3-000,M3-P084",完成“小程序质量与安全”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,骨架、空态、失败、离线、登录失效、对象下架、支付未知、上传失败、分包、图片懒加载、弱网恢复、字号放大、对象级权限、分享安全和最小化埋点均通过验收；任何接口、日志、缓存或埋点均不泄露供应价及个人敏感数据。,unit+api+p0-e2e+authorization+response-whitelist+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p098,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-GATE,96,M3,STAGE_GATE,P0,M3阶段门禁验收,执行包§02,,"M3-000,M3-P020,M3-P022,M3-P023,M3-P024,M3-P025,M3-P026,M3-P027,M3-P028,M3-P029,M3-P030,M3-P031,M3-P051,M3-P052,M3-P053,M3-P054,M3-P055,M3-P056,M3-P057,M3-P058,M3-P059,M3-P062,M3-P073,M3-P074,M3-P075,M3-P076,M3-P077,M3-P078,M3-P079,M3-P080,M3-P081,M3-P083,M3-P084,M3-P085,M3-P086,M3-P087,M3-P088,M3-P089,M3-P090,M3-P091,M3-P092,M3-P093,M3-P094,M3-P096,M3-P097,M3-P098",M3交接记录、P0证据、质量输出、风险和回滚材料,45项主P0均有本地/CI证据；永久无个人充值、小程序契约适配、企业私有缓存/noindex边界已验证；微信真机、真实资金和企业对公流程按证据等级单独标记。,pnpm-verify+ci+stage-specific-evidence+no-recharge+miniapp-adapter+portal-cache,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-000,97,M4,CONTRACT_SLICE_PLAN,P0,冻结M4字段、状态机、权限与契约切片,执行包字段/状态机/权限/API台账,,M3-GATE,把M4涉及的字段、状态、DTO、错误码、权限、P0和失败测试细化为可编码契约,所有本阶段开发任务可追踪到冻结契约；未决业务决定进入人工事项，不在代码中猜测。,contract-review+negative-test-plan,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4,,,,,NO,按原子提交回退；迁移仅向前修复,,
M4-P032,98,M4,LOGISTICS_STATE_MACHINE,P0,个人抢单大厅,§10个人跑腿与企业统一配送,P0-032,M4-000,完成“个人抢单大厅”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,每个个人供应商履约子单幂等生成一个 DeliveryTask，对已启用跑腿员可见并可乐观锁抢单；同一个人主订单可形成多个任务，企业采购子单始终不可见。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p032,,,,,NO,按原子提交回退；迁移仅向前修复,,
M4-P033,99,M4,LOGISTICS_STATE_MACHINE,P0,个人物流节点,§10个人跑腿与企业统一配送,P0-033,"M4-000,M4-P032",完成“个人物流节点”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,跑腿员按顺序点击到店、取货、配送、到达和送达，不能越级。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p033,,,,,NO,按原子提交回退；迁移仅向前修复,,
M4-P034,100,M4,LOGISTICS_STATE_MACHINE,P0,个人取送双导航,§10个人跑腿与企业统一配送,P0-034,"M4-000,M4-P033",完成“个人取送双导航”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,个人任务必须同时提供供应商取货点和用户收货目的地；取货完成前拉起本人手机地图导航到取货点，取货完成后导航到目的地。两个地点导航失败均可复制完整地址，地图不回写业务状态。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p034,,,,,NO,按原子提交回退；迁移仅向前修复,,
M4-P035,101,M4,LOGISTICS_STATE_MACHINE,P0,个人物流简化,§10个人跑腿与企业统一配送,P0-035,"M4-000,M4-P033",完成“个人物流简化”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,个人跑腿无智能调度、路线优化和按地图实际距离结算逻辑。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p035,,,,,NO,按原子提交回退；迁移仅向前修复,,
M4-P036,102,M4,LOGISTICS_STATE_MACHINE,P0,异常物流,§10个人跑腿与企业统一配送,P0-036,"M4-000,M4-P033",完成“异常物流”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,个人跑腿异常和企业平台汇总/配送异常分别上报，均保留责任、数量、照片和处理结果。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p036,,,,,NO,按原子提交回退；迁移仅向前修复,,
M4-P037,103,M4,LOGISTICS_STATE_MACHINE,P0,个人与企业收货,§10个人跑腿与企业统一配送,P0-037,"M4-000,M4-P033",完成“个人与企业收货”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,个人用户或企业指定收货人可确认收货，不强制扫码；异常场景可要求照片或客服复核。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p037,,,,,NO,按原子提交回退；迁移仅向前修复,,
M4-P064,104,M4,LOGISTICS_STATE_MACHINE,P0,企业平台统一配送,§10个人跑腿与企业统一配送,P0-064,M4-000,完成“企业平台统一配送”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,企业订单生成 EnterpriseDeliveryOrder，由公司物流工作台安排车辆/司机或承运商；不生成 DeliveryTask，不出现在跑腿大厅。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p064,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-P095,105,M4,LOGISTICS_STATE_MACHINE,P0,个人多配送卡,§10个人跑腿与企业统一配送,P0-095,M4-000,完成“个人多配送卡”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,同一主订单的每个个人供应商子单可展示独立跑腿配送卡与顺序节点，支持多个跑腿员、分批送达、异常和分项收货；单个子单送达不误标整单送达。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p095,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-P099,106,M4,LOGISTICS_STATE_MACHINE,P0,双配送链路隔离,§10个人跑腿与企业统一配送,P0-099,M4-000,完成“双配送链路隔离”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,个人零售子单只能生成 RETAIL_RUNNER DeliveryTask 并进入跑腿小程序；企业采购子单只能汇总进入 EnterpriseDeliveryOrder。两套接口、会话、通知、状态和数据权限互相拒绝。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p099,,,,,NO,按原子提交回退；迁移仅向前修复,,
M4-P100,107,M4,LOGISTICS_STATE_MACHINE,P0,跑腿员注册与审核,§10个人跑腿与企业统一配送,P0-100,"M4-000,M4-P099",完成“跑腿员注册与审核”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,手机号验证、规则/隐私说明、申请资料、服务区域、草稿/待审/补正/通过/驳回及申诉页面完整；审核通过并启用前不能上线、查看大厅或抢单。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p100,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-P101,108,M4,LOGISTICS_STATE_MACHINE,P0,跑腿小程序独立入口,§10个人跑腿与企业统一配送,P0-101,"M4-000,M4-P100",完成“跑腿小程序独立入口”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,跑腿应用独立于用户小程序，提供登录申请、配送首页、大厅、我的任务、任务详情、异常、记录和我的页面，以及大厅/任务/记录/我的四项 TabBar；不复用其他端会话。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p101,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-P102,109,M4,LOGISTICS_STATE_MACHINE,P0,个人任务幂等生成与投放,§10个人跑腿与企业统一配送,P0-102,"M4-000,M4-P099",完成“个人任务幂等生成与投放”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,个人订单支付成功后按供应商子单幂等创建一个 DeliveryTask，供应商确认可取且子单有效后才进入 PENDING_HALL；重复回调不重复创建，取消/退款锁定任务不可抢。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p102,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-P103,110,M4,LOGISTICS_STATE_MACHINE,P0,上线与大厅可见性,§10个人跑腿与企业统一配送,P0-103,"M4-000,M4-P102",完成“上线与大厅可见性”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,只有启用、资料有效、在线、服务区域匹配且未超在途上限的跑腿员可见可抢任务；下线仅停止新任务，不能隐藏或撤销已接任务。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p103,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-P104,111,M4,LOGISTICS_STATE_MACHINE,P0,大厅隐私摘要,§10个人跑腿与企业统一配送,P0-104,"M4-000,M4-P103",完成“大厅隐私摘要”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,抢单前只显示取送区域、时间、件数、特殊要求和预计报酬，不显示精确门牌、完整电话、完整商品、价格/支付、供应价、企业订单或其他内部数据。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p104,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-P105,112,M4,LOGISTICS_STATE_MACHINE,P0,抢单并发与未知结果,§10个人跑腿与企业统一配送,P0-105,"M4-000,M4-P103",完成“抢单并发与未知结果”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,抢单以幂等键和 DeliveryTask.version 乐观锁绑定唯一 runnerId；并发只有一人成功，弱网未知先查询本人任务，任务已抢/取消/区域不符/超限使用不同错误码。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p105,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-P106,113,M4,LOGISTICS_STATE_MACHINE,P0,跑腿任务详情,§10个人跑腿与企业统一配送,P0-106,"M4-000,M4-P105",完成“跑腿任务详情”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,承接成功后同时返回本任务的供应商取货点快照和用户收货目的地快照，以及商品摘要、两个地点的受控联系、当前节点和操作；他人任务、其他供应商子单、企业数据、价格和结算字段均不可访问。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p106,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-P107,114,M4,LOGISTICS_STATE_MACHINE,P0,跑腿节点状态机,§10个人跑腿与企业统一配送,P0-107,"M4-000,M4-P106",完成“跑腿节点状态机”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,已抢单、到取货地、取货、配送、到目的地、送达、完成必须按顺序推进；服务端校验 runnerId 和前置状态，每个节点幂等留痕，不能越级、倒退或替他人点击。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p107,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-P108,115,M4,LOGISTICS_STATE_MACHINE,P0,取货点与目的地双导航,§10个人跑腿与企业统一配送,P0-108,"M4-000,M4-P107",完成“取货点与目的地双导航”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,MAP_PROVIDER=disabled 且禁止 MAP_PROVIDER_KEY；个人任务投放前必须同时具备取货点和目的地名称、地址及坐标。取货前导航到供应商取货点，取货后导航到用户目的地；失败可复制对应地址，导航不回写状态，也不按距离、拥堵、轨迹或时间计算费用。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p108,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-P109,116,M4,LOGISTICS_STATE_MACHINE,P0,配送异常与取消权限,§10个人跑腿与企业统一配送,P0-109,"M4-000,M4-P107",完成“配送异常与取消权限”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,未备好、缺货、联系不上、地址错误、无人收货、破损、拒收、网络故障和无法继续均可上报并留证；跑腿员不能取消订单、删除任务、修改退款或私下转派，公司处理结果完整留痕。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p109,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-P110,117,M4,LOGISTICS_STATE_MACHINE,P0,配送转派与失权,§10个人跑腿与企业统一配送,P0-110,"M4-000,M4-P105",完成“配送转派与失权”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,公司批准转派时追加承接日志，原跑腿员立即失去后续节点权限，新跑腿员从批准状态继续；冻结/停用账号立即下线且已接任务进入明确处理队列。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p110,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-P111,118,M4,LOGISTICS_STATE_MACHINE,P0,联系、凭证与分批收货,§10个人跑腿与企业统一配送,P0-111,"M4-000,M4-P107",完成“联系、凭证与分批收货”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,履约阶段使用隐私号/受控联系；取货和送达凭证按规则收集，普通个人订单不强制扫码；同一主订单多个任务分别送达和确认，单任务完成不误标整单完成。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p111,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-P112,119,M4,LOGISTICS_STATE_MACHINE,P0,跑腿通知与隐私,§10个人跑腿与企业统一配送,P0-112,"M4-000,M4-P101",完成“跑腿通知与隐私”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,抢单、取消、节点提醒和异常结果支持站内/订阅通知，拒绝订阅不影响任务；通知、日志、缓存和埋点不包含完整地址/电话、价格、支付结构、供应价或内部责任结论。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p112,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-P113,120,M4,LOGISTICS_STATE_MACHINE,P0,任务记录与报酬,§10个人跑腿与企业统一配送,P0-113,"M4-000,M4-P107",完成“任务记录与报酬”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,跑腿员可查看本人历史任务、节点、异常、申诉、报酬快照、调整和线下支付状态；不做跑腿钱包、充值、提现、自动分账或地图里程计费，已确认明细只能追加调整/冲正。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p113,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-P114,121,M4,SECURITY,P0,跑腿端质量安全,§10个人跑腿与企业统一配送,P0-114,"M4-000,M4-P101",完成“跑腿端质量安全”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,空大厅、审核中、冻结、弱网、离线、任务被抢、节点重复、任务取消、上传失败和导航失败均可恢复；runnerId 服务端绑定，对象级越权、篡改状态及企业配送访问全部失败。,unit+api+p0-e2e+authorization+response-whitelist+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p114,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-P115,122,M4,LOGISTICS_STATE_MACHINE,P0,企业统一配送状态机,§10个人跑腿与企业统一配送,P0-115,"M4-000,M4-P099",完成“企业统一配送状态机”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,等待供应商、可收取、收货中、已汇总、已派车、运输中、已到达、已签收和已完成按顺序留痕；企业确认的部分齐套配送可形成可追溯批次。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p115,,,,,NO,按原子提交回退；迁移仅向前修复,,
M4-P116,123,M4,LOGISTICS_STATE_MACHINE,P0,公司物流独立页面,§10个人跑腿与企业统一配送,P0-116,"M4-000,M4-P115",完成“公司物流独立页面”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,物流职能账号固定页面具备首页、备货汇总、汇总收货、配送列表/详情、移动执行、资源和异常子页面；其他公司职能、供应商和跑腿账号无权访问，页面不加载供应价及财务数据。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p116,,,,,NO,按原子提交回退；迁移仅向前修复,,
M4-P117,124,M4,LOGISTICS_STATE_MACHINE,P0,企业汇总收货,§10个人跑腿与企业统一配送,P0-117,"M4-000,M4-P115",完成“企业汇总收货”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,应收/实收、批次、效期、温区、包装、照片、交接与少货/错货/破损差异可逐项登记；每个配送项可追溯原订单项和供应商子单，重复收货幂等且不覆盖原订单。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p117,,,,,NO,按原子提交回退；迁移仅向前修复,,
M4-P118,125,M4,LOGISTICS_STATE_MACHINE,P0,企业派车与移动执行,§10个人跑腿与企业统一配送,P0-118,"M4-000,M4-P116",完成“企业派车与移动执行”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,公司可为已汇总批次安排公司车辆/司机或指定承运商并保存快照；移动页完成发车、运输、到达、联系、签收、回单和异常，第三方承运商P0无独立后台账号。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p118,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-P119,126,M4,LOGISTICS_STATE_MACHINE,P0,企业签收、对客同步与审计,§10个人跑腿与企业统一配送,P0-119,"M4-000,M4-P118",完成“企业签收、对客同步与审计”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,企业门户只显示统一配送时间线、批次和签收结果；签收数量、签名/回单/照片、拒收和差异完整留痕。任务、节点、派车、异常和配送指标可审计且不泄露个人隐私或内部结算数据。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4-p119,,,,,YES,按原子提交回退；迁移仅向前修复,,
M4-GATE,127,M4,STAGE_GATE,P0,M4阶段门禁验收,执行包§02,,"M4-000,M4-P032,M4-P033,M4-P034,M4-P035,M4-P036,M4-P037,M4-P064,M4-P095,M4-P099,M4-P100,M4-P101,M4-P102,M4-P103,M4-P104,M4-P105,M4-P106,M4-P107,M4-P108,M4-P109,M4-P110,M4-P111,M4-P112,M4-P113,M4-P114,M4-P115,M4-P116,M4-P117,M4-P118,M4-P119",M4交接记录、P0证据、质量输出、风险和回滚材料,29项主P0均通过；并发抢单、失权、节点幂等、双导航和企业配送隔离有自动化与真机证据状态。,pnpm-verify+ci+stage-specific-evidence,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m4-m4,,,,,YES,按原子提交回退；迁移仅向前修复,,
M5-000,128,M5,CONTRACT_SLICE_PLAN,P0,冻结M5字段、状态机、权限与契约切片,执行包字段/状态机/权限/API台账,,M4-GATE,把M5涉及的字段、状态、DTO、错误码、权限、P0和失败测试细化为可编码契约,所有本阶段开发任务可追踪到冻结契约；未决业务决定进入人工事项，不在代码中猜测。,contract-review+negative-test-plan,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m5-m5,,,,,NO,按原子提交回退；迁移仅向前修复,,
M5-P038,129,M5,BUSINESS_VERTICAL_SLICE,P0,售后统一受理,§11售后、§12对账结算,P0-038,M5-000,完成“售后统一受理”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,用户向公司申请售后，供应商仅提交意见和凭证。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m5-m5-p038,,,,,NO,按原子提交回退；迁移仅向前修复,,
M5-P039,130,M5,BUSINESS_VERTICAL_SLICE,P0,责任归因,§11售后、§12对账结算,P0-039,"M5-000,M5-P038",完成“责任归因”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,用户/企业、供应商、个人跑腿、平台企业配送、公司和责任不清均有退款与对账处理规则。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m5-m5-p039,,,,,NO,按原子提交回退；迁移仅向前修复,,
M5-P040,131,M5,FINANCE_TRANSACTION,P0,线上对账单,§11售后、§12对账结算,P0-040,"M5-000,M5-P038",完成“线上对账单”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,供应商逐项查看订单、经审核生效的供应价快照、数量、退款、调整和本期应付。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m5-m5-p040,,,,,NO,按原子提交回退；迁移仅向前修复,,
M5-P041,132,M5,FINANCE_TRANSACTION,P0,差异申诉,§11售后、§12对账结算,P0-041,"M5-000,M5-P040",完成“差异申诉”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,供应商可对账单提出差异、上传凭证，公司复核过程可追溯。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m5-m5-p041,,,,,NO,按原子提交回退；迁移仅向前修复,,
