P0ID,No,Stage,Scene,Acceptance,SourceSection,PrimaryTaskID,RequiredEvidenceLevel,CurrentEvidenceStatus,AutomatedTestID,ManualCaseID,NegativeChecks,EvidenceLink,LastVerifiedCommit,Verifier,VerifiedAt,Notes
P0-073,73,M3,门户全站导航,桌面和移动端均提供首页、关于、供应链能力、社区集采、福利卡、供应商合作、新闻和联系入口；登录前后企业入口、采购车和工作台状态正确，页脚主体和法律入口完整。,§8企业门户网站,M3-P073,CI_PASS,NOT_EXECUTED,NEG-M3-P073-01|NEG-M3-P073-02|NEG-M3-P073-03,N/A,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-074,74,M3,门户首页闭环,首页按主视觉、核心服务、供应链能力、社区集采说明、分类预览、授权案例、供应商合作、新闻和底部 CTA 顺序展示；不使用虚构销量、倒计时或未授权案例。,§8企业门户网站,M3-P074,CI_PASS,NOT_EXECUTED,NEG-M3-P074-01|NEG-M3-P074-02|NEG-M3-P074-03,N/A,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-075,75,M3,企业宣传页面,关于、能力、案例、新闻和联系页面内容完整，资质与案例按授权展示，规则公告保留版本和生效时间，页面具有明确下一步入口。,§8企业门户网站,M3-P075,CI_PASS,NOT_EXECUTED,NEG-M3-P075-01|NEG-M3-P075-02|NEG-M3-P075-03,N/A,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-076,76,M3,供应商与福利服务页,供应商合作页明确条件、分类、资料、流程、注册与登录；福利卡服务页明确企业办理和员工使用流程，商务咨询表单最小化收集并幂等提交。,§8企业门户网站,M3-P076,CI_PASS,NOT_EXECUTED,NEG-M3-P076-01|NEG-M3-P076-02|NEG-M3-P076-03,N/A,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-077,77,M3,企业注册认证界面,企业注册、主体、联系人、开票、收货、预览提交和认证进度页面完整；补正定位字段，暂停说明影响，重复企业和上传异常均有安全且可操作的反馈。,§8企业门户网站,M3-P077,CI_PASS,NOT_EXECUTED,NEG-M3-P077-01|NEG-M3-P077-02|NEG-M3-P077-03|PARTIAL:tests/e2e/p0/p0-028-enterprise-registration.spec.ts|apps/portal-web/test/seo-cache-boundary.test.mjs|PARTIAL:tests/e2e/p0/p0-028-enterprise-registration.spec.ts|apps/portal-web/test/seo-cache-boundary.test.mjs|PARTIAL:tests/e2e/p0/p0-028-enterprise-registration.spec.ts|apps/portal-web/test/seo-cache-boundary.test.mjs|PARTIAL:tests/e2e/p0/p0-028-enterprise-registration.spec.ts|apps/portal-web/test/seo-cache-boundary.test.mjs,MANUAL-077,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests|PARTIAL:docs/contracts/m3/M3-P028-enterprise-registration.md|PARTIAL:docs/contracts/m3/M3-P028-enterprise-registration.md|PARTIAL:docs/contracts/m3/M3-P028-enterprise-registration.md|PARTIAL:docs/contracts/m3/M3-P028-enterprise-registration.md,,,,M3-P028仅提供PAGE-031首次注册提交、响应式、重复/外部服务失败及noindex/no-store证据；完整预览、持久化进度、字段级补正与暂停影响体验留在主任务M3-P077，故保持NOT_EXECUTED。
P0-078,78,M3,企业采购货架,认证企业可使用分类、搜索、筛选、商品卡和模板化详情；只展示带集采标识的共用商品、集采销售价和必要库存状态，供应价与内部毛利在页面和接口中均不存在。,§8企业门户网站,M3-P078,CI_PASS,NOT_EXECUTED,NEG-M3-P078-01|NEG-M3-P078-02|NEG-M3-P078-03,N/A,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-079,79,M3,采购车与结算界面,采购车支持跨供应商分组但统一结账；结算页统一展示商品、地址、开票、配送、付款和总金额，价格/库存/配送变化逐项提示且不产生多次付款。,§8企业门户网站,M3-P079,CI_PASS,NOT_EXECUTED,NEG-M3-P079-01|NEG-M3-P079-02|NEG-M3-P079-03,N/A,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-080,80,M3,企业工作台与订单,工作台、订单列表、订单详情、统一配送时间线、售后、发票、常购清单、企业资料和消息页面完整；数据仅限本企业且不展示供应商内部结算。,§8企业门户网站,M3-P080,CI_PASS,NOT_EXECUTED,NEG-M3-P080-01|NEG-M3-P080-02|NEG-M3-P080-03,N/A,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-081,81,M3,响应式与页面状态,桌面、平板和手机可完成注册、浏览、采购车、下单、订单和售后；加载、空态、失败、未认证、无权限、对象失效和表单错误状态均有明确反馈。,§8企业门户网站,M3-P081,CI_PASS,NOT_EXECUTED,NEG-M3-P081-01|NEG-M3-P081-02|NEG-M3-P081-03,N/A,PRIVATE_PUBLIC_CACHE；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-082,82,M5,门户内容、SEO 与安全,公开内容支持草稿、预览、发布、下线和不可覆盖版本；Next.js 公开页输出可抓取 HTML、唯一元数据、canonical、结构化数据、sitemap/robots，并在发布后按 slug 正确失效；登录、预览与企业交易页为 noindex 且禁止公共缓存。富文本、上传、表单、埋点及商务线索满足权限、净化、最小收集和审计要求。,§8企业门户网站,M5-P082,CI_PASS,NOT_EXECUTED,TO_BE_CREATED,MANUAL-082,公开HTML缺正文；slug失效失败；交易页被索引或公共缓存；草稿泄露；sitemap污染,,,,,
P0-083,83,M3,用户小程序定位与入口隔离,小程序是个人零售入口，游客可浏览、登录后交易；公司是唯一销售/收款/退款/开票/售后主体，页面不出现企业采购交易、供应商后台或跑腿工作台入口。,§7用户小程序,M3-P083,DEVICE_PASS,NOT_EXECUTED,NEG-M3-P083-01|NEG-M3-P083-02|NEG-M3-P083-03,MANUAL-083,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-084,84,M3,小程序导航与页面路径,首页、分类、购物车、我的四个 TabBar 入口及搜索、详情、确认订单、支付结果、订单、售后、福利卡、地址、发票、消息和客服页面路径完整，深链返回和登录回跳正确。,§7用户小程序,M3-P084,DEVICE_PASS,NOT_EXECUTED,NEG-M3-P084-01|NEG-M3-P084-02|NEG-M3-P084-03,MANUAL-084,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-085,85,M3,按需登录与授权,启动不强制手机号、定位或订阅消息授权；受保护操作再登录并说明用途，拒绝授权仍可游客浏览；服务端以微信身份绑定 userId，前端不能指定他人身份。,§7用户小程序,M3-P085,DEVICE_PASS,NOT_EXECUTED,NEG-M3-P085-01|NEG-M3-P085-02|NEG-M3-P085-03,MANUAL-085,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-086,86,M3,小程序首页,收货区域、搜索、运营位、快捷分类、福利专区、主题商品、推荐/继续购买和服务保障完整；运营内容有有效期与落地页白名单，切换区域后重新校验但不直接清空购物车。,§7用户小程序,M3-P086,DEVICE_PASS,NOT_EXECUTED,NEG-M3-P086-01|NEG-M3-P086-02|NEG-M3-P086-03,MANUAL-086,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-087,87,M3,分类、搜索与列表,启用分类树、搜索建议、模板属性筛选、排序、稳定分页和状态恢复完整；只返回个人渠道可售商品和平台零售价，无结果、下架、售罄及区域不可售均可理解并可恢复。,§7用户小程序,M3-P087,DEVICE_PASS,NOT_EXECUTED,NEG-M3-P087-01|NEG-M3-P087-02|NEG-M3-P087-03,MANUAL-087,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-088,88,M3,模板化商品详情,商品媒体、标题、平台零售价、SKU、福利卡适用、库存、配送、售后、分类模板模块、供应来源和底部操作完整；不同分类按模板版本展示且历史订单快照不被升级改写。,§7用户小程序,M3-P088,DEVICE_PASS,NOT_EXECUTED,NEG-M3-P088-01|NEG-M3-P088-02|NEG-M3-P088-03,MANUAL-088,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-089,89,M3,看他还卖什么边界,按当前 supplierId 返回公司已审核上架且个人可售的 Product/Sku，继续使用公司货架、价格、购物车、协议和客服；不存在供应商店铺、装修、评分、联系方式、独立售后或独立付款。,§7用户小程序,M3-P089,DEVICE_PASS,NOT_EXECUTED,NEG-M3-P089-01|NEG-M3-P089-02|NEG-M3-P089-03,MANUAL-089,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-090,90,M3,跨供应商购物车,至少三个供应商商品可按供应来源分组选择、改数量、处理失效项并一次进入结算；前端不按供应商多次创建订单或多次付款，分组仅用于备货和配送说明。,§7用户小程序,M3-P090,DEVICE_PASS,NOT_EXECUTED,NEG-M3-P090-01|NEG-M3-P090-02|NEG-M3-P090-03,MANUAL-090,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-091,91,M3,确认订单界面,地址、商品分组、配送费、优惠、福利卡、微信支付应付、发票、备注、协议和金额明细完整；现金应付大于零时固定显示微信支付，不展示其他支付渠道；服务端统一试算并逐项提示价格、库存、区域、限购和配送变化。,§7用户小程序,M3-P091,DEVICE_PASS,NOT_EXECUTED,NEG-M3-P091-01|NEG-M3-P091-02|NEG-M3-P091-03,MANUAL-091,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-092,92,M3,福利卡账户选择,结算页只显示当前订单可用账户，P0 选择一个账户或不使用；系统自动按可用余额与可抵扣金额的较小值最大抵扣，不要求手填金额，适用与不可用商品说明一致。,§7用户小程序,M3-P092,DEVICE_PASS,NOT_EXECUTED,NEG-M3-P092-01|NEG-M3-P092-02|NEG-M3-P092-03,MANUAL-092,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-093,93,M3,微信支付与结果恢复,纯微信支付、福利卡全额和福利卡＋微信支付均只形成一次公司结账；结果页查询服务端微信支付真实状态，取消/失败/未知状态正确冻结或释放福利卡与库存，退出或断网后可恢复且不重复扣款。,§7用户小程序,M3-P093,DEVICE_PASS,NOT_EXECUTED,NEG-M3-P093-01|NEG-M3-P093-02|NEG-M3-P093-03,MANUAL-093,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-094,94,M3,个人订单界面,订单列表和详情同时表达一个公司主订单、一次支付、多个供应商履约子单、福利卡/微信支付结构、发票和售后；用户端不返回供应价、供应商应付、跑腿报酬或内部备注。,§7用户小程序,M3-P094,DEVICE_PASS,NOT_EXECUTED,NEG-M3-P094-01|NEG-M3-P094-02|NEG-M3-P094-03,MANUAL-094,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-095,95,M4,个人多配送卡,同一主订单的每个个人供应商子单可展示独立跑腿配送卡与顺序节点，支持多个跑腿员、分批送达、异常和分项收货；单个子单送达不误标整单送达。,§10个人跑腿与企业统一配送,M4-P095,DEVICE_PASS,NOT_EXECUTED,TO_BE_CREATED,MANUAL-095,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-096,96,M3,小程序售后退款,支持按商品/子单申请、动态原因与凭证、补证、处理时间线、退货说明、客服申诉和部分退款；公司统一受理，福利卡与微信支付严格按原 OrderPaymentAllocation 退回。,§7用户小程序,M3-P096,DEVICE_PASS,NOT_EXECUTED,NEG-M3-P096-01|NEG-M3-P096-02|NEG-M3-P096-03,MANUAL-096,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-097,97,M3,福利卡与个人中心,福利卡账户/绑定/流水、地址、发票资料、消息、客服、协议、隐私授权、账号安全和注销入口完整；卡码兑换幂等、敏感字段脱敏、订阅拒绝不影响交易。,§7用户小程序,M3-P097,DEVICE_PASS,NOT_EXECUTED,NEG-M3-P097-01|NEG-M3-P097-02|NEG-M3-P097-03,MANUAL-097,INVALID_INPUT；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-098,98,M3,小程序质量与安全,骨架、空态、失败、离线、登录失效、对象下架、支付未知、上传失败、分包、图片懒加载、弱网恢复、字号放大、对象级权限、分享安全和最小化埋点均通过验收；任何接口、日志、缓存或埋点均不泄露供应价及个人敏感数据。,§7用户小程序,M3-P098,DEVICE_PASS,NOT_EXECUTED,NEG-M3-P098-01|NEG-M3-P098-02|NEG-M3-P098-03,MANUAL-098,DIRECT_WX_REQUEST；UNAUTHORIZED_OR_WRONG_OWNER；DUPLICATE_OR_STATE_CONFLICT,artifacts/verification/M3-000/m3-contract-freeze.json#negativeTests,,,,M3-000仅冻结失败行为与测试ID；业务切片未实现，当前证据保持NOT_EXECUTED
P0-099,99,M4,双配送链路隔离,个人零售子单只能生成 RETAIL_RUNNER DeliveryTask 并进入跑腿小程序；企业采购子单只能汇总进入 EnterpriseDeliveryOrder。两套接口、会话、通知、状态和数据权限互相拒绝。,§10个人跑腿与企业统一配送,M4-P099,CI_PASS,NOT_EXECUTED,TO_BE_CREATED,N/A,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-100,100,M4,跑腿员注册与审核,手机号验证、规则/隐私说明、申请资料、服务区域、草稿/待审/补正/通过/驳回及申诉页面完整；审核通过并启用前不能上线、查看大厅或抢单。,§10个人跑腿与企业统一配送,M4-P100,DEVICE_PASS,NOT_EXECUTED,TO_BE_CREATED,MANUAL-100,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-101,101,M4,跑腿小程序独立入口,跑腿应用独立于用户小程序，提供登录申请、配送首页、大厅、我的任务、任务详情、异常、记录和我的页面，以及大厅/任务/记录/我的四项 TabBar；不复用其他端会话。,§10个人跑腿与企业统一配送,M4-P101,DEVICE_PASS,NOT_EXECUTED,TO_BE_CREATED,MANUAL-101,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-102,102,M4,个人任务幂等生成与投放,个人订单支付成功后按供应商子单幂等创建一个 DeliveryTask，供应商确认可取且子单有效后才进入 PENDING_HALL；重复回调不重复创建，取消/退款锁定任务不可抢。,§10个人跑腿与企业统一配送,M4-P102,DEVICE_PASS,NOT_EXECUTED,TO_BE_CREATED,MANUAL-102,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-103,103,M4,上线与大厅可见性,只有启用、资料有效、在线、服务区域匹配且未超在途上限的跑腿员可见可抢任务；下线仅停止新任务，不能隐藏或撤销已接任务。,§10个人跑腿与企业统一配送,M4-P103,DEVICE_PASS,NOT_EXECUTED,TO_BE_CREATED,MANUAL-103,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-104,104,M4,大厅隐私摘要,抢单前只显示取送区域、时间、件数、特殊要求和预计报酬，不显示精确门牌、完整电话、完整商品、价格/支付、供应价、企业订单或其他内部数据。,§10个人跑腿与企业统一配送,M4-P104,DEVICE_PASS,NOT_EXECUTED,TO_BE_CREATED,MANUAL-104,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-105,105,M4,抢单并发与未知结果,抢单以幂等键和 DeliveryTask.version 乐观锁绑定唯一 runnerId；并发只有一人成功，弱网未知先查询本人任务，任务已抢/取消/区域不符/超限使用不同错误码。,§10个人跑腿与企业统一配送,M4-P105,DEVICE_PASS,NOT_EXECUTED,TO_BE_CREATED,MANUAL-105,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-106,106,M4,跑腿任务详情,承接成功后同时返回本任务的供应商取货点快照和用户收货目的地快照，以及商品摘要、两个地点的受控联系、当前节点和操作；他人任务、其他供应商子单、企业数据、价格和结算字段均不可访问。,§10个人跑腿与企业统一配送,M4-P106,DEVICE_PASS,NOT_EXECUTED,TO_BE_CREATED,MANUAL-106,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-107,107,M4,跑腿节点状态机,已抢单、到取货地、取货、配送、到目的地、送达、完成必须按顺序推进；服务端校验 runnerId 和前置状态，每个节点幂等留痕，不能越级、倒退或替他人点击。,§10个人跑腿与企业统一配送,M4-P107,DEVICE_PASS,NOT_EXECUTED,TO_BE_CREATED,MANUAL-107,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-108,108,M4,取货点与目的地双导航,MAP_PROVIDER=disabled 且禁止 MAP_PROVIDER_KEY；个人任务投放前必须同时具备取货点和目的地名称、地址及坐标。取货前导航到供应商取货点，取货后导航到用户目的地；失败可复制对应地址，导航不回写状态，也不按距离、拥堵、轨迹或时间计算费用。,§10个人跑腿与企业统一配送,M4-P108,DEVICE_PASS,NOT_EXECUTED,TO_BE_CREATED,MANUAL-108,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-109,109,M4,配送异常与取消权限,未备好、缺货、联系不上、地址错误、无人收货、破损、拒收、网络故障和无法继续均可上报并留证；跑腿员不能取消订单、删除任务、修改退款或私下转派，公司处理结果完整留痕。,§10个人跑腿与企业统一配送,M4-P109,DEVICE_PASS,NOT_EXECUTED,TO_BE_CREATED,MANUAL-109,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-110,110,M4,配送转派与失权,公司批准转派时追加承接日志，原跑腿员立即失去后续节点权限，新跑腿员从批准状态继续；冻结/停用账号立即下线且已接任务进入明确处理队列。,§10个人跑腿与企业统一配送,M4-P110,DEVICE_PASS,NOT_EXECUTED,TO_BE_CREATED,MANUAL-110,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-111,111,M4,联系、凭证与分批收货,履约阶段使用隐私号/受控联系；取货和送达凭证按规则收集，普通个人订单不强制扫码；同一主订单多个任务分别送达和确认，单任务完成不误标整单完成。,§10个人跑腿与企业统一配送,M4-P111,DEVICE_PASS,NOT_EXECUTED,TO_BE_CREATED,MANUAL-111,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-112,112,M4,跑腿通知与隐私,抢单、取消、节点提醒和异常结果支持站内/订阅通知，拒绝订阅不影响任务；通知、日志、缓存和埋点不包含完整地址/电话、价格、支付结构、供应价或内部责任结论。,§10个人跑腿与企业统一配送,M4-P112,DEVICE_PASS,NOT_EXECUTED,TO_BE_CREATED,MANUAL-112,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-113,113,M4,任务记录与报酬,跑腿员可查看本人历史任务、节点、异常、申诉、报酬快照、调整和线下支付状态；不做跑腿钱包、充值、提现、自动分账或地图里程计费，已确认明细只能追加调整/冲正。,§10个人跑腿与企业统一配送,M4-P113,DEVICE_PASS,NOT_EXECUTED,TO_BE_CREATED,MANUAL-113,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-114,114,M4,跑腿端质量安全,空大厅、审核中、冻结、弱网、离线、任务被抢、节点重复、任务取消、上传失败和导航失败均可恢复；runnerId 服务端绑定，对象级越权、篡改状态及企业配送访问全部失败。,§10个人跑腿与企业统一配送,M4-P114,DEVICE_PASS,NOT_EXECUTED,TO_BE_CREATED,MANUAL-114,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-115,115,M4,企业统一配送状态机,等待供应商、可收取、收货中、已汇总、已派车、运输中、已到达、已签收和已完成按顺序留痕；企业确认的部分齐套配送可形成可追溯批次。,§10个人跑腿与企业统一配送,M4-P115,CI_PASS,NOT_EXECUTED,TO_BE_CREATED,N/A,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-116,116,M4,公司物流独立页面,物流职能账号固定页面具备首页、备货汇总、汇总收货、配送列表/详情、移动执行、资源和异常子页面；其他公司职能、供应商和跑腿账号无权访问，页面不加载供应价及财务数据。,§10个人跑腿与企业统一配送,M4-P116,CI_PASS,NOT_EXECUTED,TO_BE_CREATED,N/A,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-117,117,M4,企业汇总收货,应收/实收、批次、效期、温区、包装、照片、交接与少货/错货/破损差异可逐项登记；每个配送项可追溯原订单项和供应商子单，重复收货幂等且不覆盖原订单。,§10个人跑腿与企业统一配送,M4-P117,CI_PASS,NOT_EXECUTED,TO_BE_CREATED,N/A,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-118,118,M4,企业派车与移动执行,公司可为已汇总批次安排公司车辆/司机或指定承运商并保存快照；移动页完成发车、运输、到达、联系、签收、回单和异常，第三方承运商P0无独立后台账号。,§10个人跑腿与企业统一配送,M4-P118,STAGING_PASS,NOT_EXECUTED,TO_BE_CREATED,MANUAL-118,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
P0-119,119,M4,企业签收、对客同步与审计,企业门户只显示统一配送时间线、批次和签收结果；签收数量、签名/回单/照片、拒收和差异完整留痕。任务、节点、派车、异常和配送指标可审计且不泄露个人隐私或内部结算数据。,§10个人跑腿与企业统一配送,M4-P119,STAGING_PASS,NOT_EXECUTED,TO_BE_CREATED,MANUAL-119,越权；重复请求；非法状态；敏感字段泄露；失败恢复（按适用性执行）,,,,,
