Entity,Field,RawDefinition,Position,SuggestedType,Required,UnitOrFormat,Sensitivity,Visibility,ForbiddenExposure,Validation,HistoryRule,Stage,P0,Source,Status
WelfareCardProgram,status,status,11,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,"P0-051,P0-054",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardProgram,version,version,12,Int,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,"P0-051,P0-054",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardBatch,id,id,1,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardBatch,programId,programId,2,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardBatch,enterpriseCustomerId,enterpriseCustomerId,3,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardBatch,batchNo,batchNo,4,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardBatch,totalAmount,totalAmount,5,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardBatch,unitAmount,unitAmount,6,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardBatch,issueCount,issueCount,7,Int,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardBatch,claimMode,claimMode,8,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardBatch,agreementVersion,agreementVersion,9,Int,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardBatch,status,status,10,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardBatch,createdAt,createdAt,11,DateTime,YES,ISO-8601+明确时区,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardCode,id,id,1,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardCode,batchId,batchId,2,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardCode,cardNo,cardNo,3,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardCode,secretHash,secretHash,4,String,YES,待M阶段冻结,SECRET_OR_CREDENTIAL,仅后端最小权限读取，响应永不返回,禁止提交、日志、快照和前端下发,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardCode,amount,amount,5,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardCode,status,status,6,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardCode,claimedByConsumerUserId,claimedByConsumerUserId,7,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardCode,claimedAt,claimedAt,8,DateTime,YES,ISO-8601+明确时区,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardAccount,id,id,1,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,"P0-052,P0-053",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardAccount,consumerUserId,consumerUserId,2,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,"P0-052,P0-053",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardAccount,programId,programId,3,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,"P0-052,P0-053",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardAccount,batchId,batchId,4,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,"P0-052,P0-053",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardAccount,balanceAmount,balanceAmount,5,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,"P0-052,P0-053",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardAccount,frozenAmount,frozenAmount,6,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,"P0-052,P0-053",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardAccount,status,status,7,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,"P0-052,P0-053",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardAccount,version,version,8,Int,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,"P0-052,P0-053",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardLedger,id,id,1,String/UUID,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-055,P0-056,P0-057,P0-058,P0-059",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardLedger,accountId,accountId,2,String/UUID,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-055,P0-056,P0-057,P0-058,P0-059",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardLedger,orderId,orderId,3,String/UUID,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-055,P0-056,P0-057,P0-058,P0-059",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardLedger,refundId,refundId,4,String/UUID,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-055,P0-056,P0-057,P0-058,P0-059",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardLedger,businessType,businessType,5,Enum/String,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-055,P0-056,P0-057,P0-058,P0-059",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardLedger,direction,direction,6,Enum/String,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-055,P0-056,P0-057,P0-058,P0-059",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardLedger,amount,amount,7,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-055,P0-056,P0-057,P0-058,P0-059",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardLedger,beforeBalance,beforeBalance,8,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-055,P0-056,P0-057,P0-058,P0-059",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardLedger,afterBalance,afterBalance,9,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-055,P0-056,P0-057,P0-058,P0-059",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardLedger,beforeFrozen,beforeFrozen,10,String,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-055,P0-056,P0-057,P0-058,P0-059",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardLedger,afterFrozen,afterFrozen,11,String,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-055,P0-056,P0-057,P0-058,P0-059",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardLedger,idempotencyKey,idempotencyKey,12,String,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-055,P0-056,P0-057,P0-058,P0-059",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
WelfareCardLedger,occurredAt,occurredAt,13,DateTime,YES,ISO-8601+明确时区,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-055,P0-056,P0-057,P0-058,P0-059",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
Order,id,id,1,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-022,P0-025,P0-029,P0-062",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
Order,orderNo,orderNo,2,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-022,P0-025,P0-029,P0-062",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
Order,companyId,companyId,3,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-022,P0-025,P0-029,P0-062",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
Order,consumerUserId,consumerUserId?,4,String/UUID,NO,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-022,P0-025,P0-029,P0-062",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
Order,enterpriseCustomerId,enterpriseCustomerId?,5,String/UUID,NO,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-022,P0-025,P0-029,P0-062",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
Order,orderType,orderType,6,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-022,P0-025,P0-029,P0-062",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
Order,goodsAmount,goodsAmount,7,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-022,P0-025,P0-029,P0-062",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
Order,deliveryFee,deliveryFee,8,Int(分),YES,整数分,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-022,P0-025,P0-029,P0-062",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
Order,discountAmount,discountAmount,9,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-022,P0-025,P0-029,P0-062",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
Order,totalAmount,totalAmount,10,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-022,P0-025,P0-029,P0-062",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
Order,welfareCardAccountId,welfareCardAccountId,11,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-022,P0-025,P0-029,P0-062",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
Order,welfareCardAmount,welfareCardAmount,12,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-022,P0-025,P0-029,P0-062",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
Order,cashAmount,cashAmount,13,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-022,P0-025,P0-029,P0-062",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
Order,externalPaymentMethod,externalPaymentMethod(WECHAT_PAY|BANK_TRANSFER)?,14,Enum,NO,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-022,P0-025,P0-029,P0-062",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
Order,paymentStatus,paymentStatus,15,Enum/String,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-022,P0-025,P0-029,P0-062",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
Order,orderStatus,orderStatus,16,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-022,P0-025,P0-029,P0-062",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
Order,idempotencyKey,idempotencyKey,17,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-022,P0-025,P0-029,P0-062",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OrderItem,id,id,1,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-021,P0-022,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OrderItem,orderId,orderId,2,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-021,P0-022,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OrderItem,supplierId,supplierId,3,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-021,P0-022,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OrderItem,productId,productId,4,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-021,P0-022,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OrderItem,skuId,skuId,5,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-021,P0-022,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OrderItem,productSnapshot,productSnapshot,6,Json,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-021,P0-022,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OrderItem,quantity,quantity,7,Int,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-021,P0-022,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OrderItem,salePriceSnapshot,salePriceSnapshot,8,Json,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-021,P0-022,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OrderItem,supplyPriceSnapshot,supplyPriceSnapshot [INTERNAL_SETTLEMENT_ONLY],9,Json,YES,待M阶段冻结,STRICT_INTERNAL_SUPPLY_PRICE,仅公司价格/财务及本供应商价格/财务职能可见,禁止出现在消费者端、企业采购端、门户公开端及非授权日志,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-021,P0-022,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OrderItem,refundStatus,refundStatus,10,Enum/String,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-021,P0-022,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OrderPaymentAllocation,id,id,1,String/UUID,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OrderPaymentAllocation,orderId,orderId,2,String/UUID,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OrderPaymentAllocation,orderItemId,orderItemId,3,String/UUID,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OrderPaymentAllocation,welfareCardAmount,welfareCardAmount,4,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OrderPaymentAllocation,cashAmount,cashAmount,5,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
